name,male,female
Bishop,5601,24
Cloyd,3050,0
Coleman,16380,29
Dana,53098,191812
Duncan,19694,11
Dwight,78131,325
Emile,8131,647
Evert,3271,0
Henderson,3893,0
Hunter,235205,12052
Lem,1296,0
Luis,273209,1514
Mathias,9594,0
Maynard,14826,22
Miguel,176767,985
Mortimer,1919,0
Nels,3710,0
Norris,16317,523
Pat,26731,40123
Phil,19967,73
Rush,2602,0
Santiago,61571,105
Sol,7297,2163
Sydney,9179,170085
Thaddeus,23955,32
Thornton,3088,0
Tim,83100,188
Travis,302345,2116
Truman,15069,26
Watson,4247,6
Webb,1509,0
Wellington,2631,0
Winfred,10087,351
Wylie,5172,417
Alec,52617,337
Basil,12652,195
Baxter,3761,0
Bertrand,3970,0
Buford,10843,110
Burr,803,0
Cleveland,21836,87
Colonel,1250,0
Dempsey,3869,331
Early,3956,373
Ellsworth,7321,0
Fate,1166,130
Finley,11193,14369
Gabe,3832,0
Garland,23735,845
Gerald,447462,2385
Herschel,10460,0
Hezekiah,7489,5
Justus,8136,726
Lindsey,7710,156120
Marcellus,7629,5
Olaf,2481,0
Olin,9278,5
Pablo,44795,69
Rolland,9711,5
Turner,8492,265
Verne,5841,878
Volney,629,0
Williams,5805,24
Almon,1609,18
Alois,2479,186
Alonza,3310,6
Anson,6833,5
Authur,2192,0
Benton,9340,6
Billie,31576,101502
Cornelious,2468,113
Darius,51140,272
Denis,20002,818
Dillard,3729,0
Doctor,379,0
Elvin,20172,234
Eric,877154,4293
Evans,4941,49
Gideon,14920,16
Haywood,6477,0
Hilliard,1859,0
Hosea,5076,20
Lincoln,63807,1163
Lonzo,3807,0
Lucious,4631,5
Lum,493,0
Malachi,48507,244
Newt,752,0
Noel,46994,14081
Orie,1668,428
Palmer,7844,2063
Pinkney,531,0
Sumner,2355,190
Terry,422916,96895
Urban,3101,0
Uriah,9191,744
Valentine,6242,1863
Waldo,5682,6
Warner,7685,54
Wong,187,0
Zeb,2652,0
Abel,52810,124
Alden,15145,796
Archer,11912,200
Avery,55646,125883
Carson,107750,6840
Cullen,14603,106
Doc,1199,0
Eben,3315,6
Elige,528,0
Elmore,3952,10
Ernst,2378,0
Finis,2195,5
Godfrey,3170,0
Guss,1137,0
Hamp,1076,0
Hermann,721,0
Isadore,5615,174
Isreal,4347,58
Jones,3636,29
Lafe,684,0
Leland,53521,444
Llewellyn,3334,291
Ludwig,2634,0
Manford,1479,0
Maxwell,93009,437
Obie,4060,271
Octave,443,0
Orrin,5568,0
Oswald,4014,0
Park,1579,0
Parley,640,0
Ramon,75231,534
Rice,287,0
Stonewall,691,0
Tillman,3540,0
Aron,18768,355
Ashley,15668,846120
Bernhard,1658,0
Berton,1873,0
Buster,8085,5
Butler,987,0
Carleton,4833,0
Clarance,4078,0
Crawford,4289,19
Danial,9275,80
Dayton,14343,522
Dolphus,1245,0
Elder,1949,52
Ephriam,933,0
Fayette,438,579
Felipe,29953,133
Fernando,96466,590
Flem,239,0
Ford,6785,11
Harlan,23756,235
Hayes,8666,386
Henery,2117,0
Hoy,819,0
Huston,2626,0
Ivory,8337,10199
Jonah,65562,605
Justin,775952,3791
Lenard,9937,7
Leopold,3377,0
Lionel,30543,44
Manley,2233,0
Marquis,23512,474
Marshal,5233,74
Mart,1040,0
Odie,2555,1589
Olen,7388,13
Oral,2802,506
Orley,459,0
Otha,6386,1403
Press,241,0
Price,3555,40
Quincy,24782,3744
Randall,197484,1155
Rich,4205,0
Richmond,4179,0
Romeo,19610,0
Russel,16438,12
Rutherford,686,0
Shade,1042,846
Shelby,16150,145139
Solon,1303,0
Thurman,16341,5
Tilden,1090,45
Troy,211583,2632
Woodson,1106,0
Worth,2107,0
Aden,19499,576
Alcide,989,0
Alf,1130,0
Algie,1529,361
Arlie,6591,2222
Bart,16346,5
Bedford,1235,0
Benito,13596,31
Billy,382668,5358
Birt,268,5
Bruno,16209,0
Burley,2303,40
Chancy,643,209
Claus,366,0
Cliff,9048,0
Clovis,2998,627
Creed,3265,0
Delos,1318,0
Duke,8658,0
Eber,1203,0
Eligah,1728,0
Elliot,42170,4434
Elton,20790,188
Emmitt,10942,0
Gene,126307,6986
Golden,2592,1998
Hal,16574,12
Hardin,801,0
Harman,987,63
Hervey,1125,0
Hollis,14519,4368
Ivey,1786,3346
Len,4447,102
Lindsay,5131,129555
Lonie,1078,1677
Lyle,57693,975
Mac,8841,34
Mal,302,0
Math,100,0
Miller,7407,938
Orson,1901,0
Osborne,1626,0
Percival,1016,0
Pleas,831,0
Ples,389,0
Rafael,78734,569
Raoul,2873,0
Roderick,46481,263
Shelton,11789,172
Sid,2890,5
Theron,12576,40
Tobias,20471,0
Toney,6359,194
Tyler,587571,16585
Vance,25399,138
Walton,5624,10
Watt,445,0
Weaver,508,0
Wilton,8534,41
Adolf,1394,0
Albin,4368,0
Albion,674,0
Allison,3788,298751
Alpheus,750,0
Anastacio,2254,0
Andre,122953,2205
Arlington,1464,54
Armand,15090,6
Asberry,323,0
Asbury,579,0
Asher,55980,852
Augustin,3674,0
Auther,2349,17
Author,2173,0
Ballard,1153,0
Blas,2788,0
Caesar,5110,0
Candido,2041,0
Cato,431,0
Clarke,3636,759
Clemente,3592,0
Colin,125667,435
Commodore,368,0
Coy,16519,866
Cruz,23209,4071
Curt,16623,0
Damon,63978,316
Davie,3196,796
Delmar,14096,134
Dexter,33349,217
Doss,393,0
Drew,74704,7187
Edson,3983,0
Elam,2368,0
Elihu,1119,0
Ernie,16386,714
Ferd,689,0
Friend,74,0
Garry,47522,179
Gary,900367,3285
Gustaf,734,0
Hampton,4050,124
Harrie,416,52
Hence,66,0
Hillard,2356,0
Hollie,1453,17962
Holmes,587,0
Hyman,5858,0
Ishmael,5898,0
Jarrett,22292,78
Jessee,1619,308
Joeseph,2821,0
Junious,1714,0
Kirk,67651,197
Levy,3319,83
Mervin,11906,38
Michel,10354,3494
Milford,8192,13
Mitchel,13180,22
Noble,8680,388
Obed,3591,0
Orren,858,0
Ottis,4392,174
Rafe,2122,0
Redden,26,0
Reese,16773,32555
Rube,612,0
Rupert,5419,16
Salomon,3374,0
Sanders,2291,6
Soloman,1565,0
Stacy,22165,162918
Stanford,7639,0
Stanton,6540,0
Thad,8147,5
Titus,20297,12
Tracy,61223,250853
Wendell,53189,562
Wilhelm,1660,0
Willian,3953,18
Yee,281,201
Zeke,5558,0
Ab,362,0
Abbott,1050,24
Agustus,370,0
Albertus,421,0
Almer,559,322
Alphonso,15040,27
Alvia,442,388
Arvid,3083,0
Ashby,1554,667
Aurthur,413,0
Babe,345,383
Baldwin,593,0
Barnett,1279,6
Bartholomew,4038,0
Barton,9332,0
Bernie,9135,1535
Blaine,31486,1060
Boston,7726,711
Brad,82871,233
Bradford,31765,39
Bradley,305641,1593
Brooks,27581,1220
Buck,6211,0
Budd,1090,0
Ceylon,86,0
Chalmers,1081,0
Chesley,2264,589
Chin,134,0
Crockett,298,0
Cyril,11735,97
Denver,15171,1902
Dow,1086,0
Duff,441,0
Edie,80,4829
Elick,113,0
Elie,2779,298
Eliga,434,0
Eliseo,9370,0
Elroy,7311,6
Ely,4124,446
Ennis,3129,320
Enrique,57329,260
Erasmus,105,0
Esau,2716,0
Everette,10377,219
Firman,193,0
Fleming,1016,0
Gardner,2905,5
Gee,64,17
Gorge,2602,0
Gottlieb,320,0
Gregorio,10439,5
Gregory,707550,2862
Gustavus,266,0
Halsey,408,262
Handy,538,5
Hardie,644,0
Harl,601,0
Hayden,98383,26800
Hays,601,0
Hermon,3965,36
Hershel,10030,5
Holly,1540,200467
Hosteen,65,0
Hoyt,8069,10
Hudson,60762,1200
Huey,6841,5
Humphrey,1050,0
Hunt,202,0
Hyrum,3018,0
Irven,1086,0
Isam,267,0
Jabez,1015,0
Jodie,3604,27163
Judd,5002,0
Julious,1720,0
Justice,17580,16354
Kelly,81652,471502
Kit,2900,1354
Knute,681,0
Lavern,10019,6846
Lawyer,1009,0
Layton,9129,571
Leonidas,5743,0
Lewie,850,0
Linwood,12714,5
Loran,3698,817
Lorin,4704,2614
Mace,1585,0
Malcom,5268,0
Manly,521,0
Manson,778,0
Matthias,8707,0
Merida,5,1016
Miner,274,0
Montgomery,4263,339
Moroni,385,0
Murdock,304,0
Nate,3804,302
Nathanial,10363,0
Nimrod,331,0
Norval,2376,0
Nova,1538,19838
Orion,15972,442
Orla,285,805
Orrie,675,313
Payton,23719,52437
Philo,326,0
Phineas,2001,0
Presley,4171,21937
Ransom,4166,5
Reece,17900,3891
Rene,49384,21724
Roswell,1369,0
Rowland,4130,0
Sampson,3608,0
Samual,5442,0
Santos,16840,2758
Schuyler,4084,1236
Sheppard,484,0
Spurgeon,1408,0
Starling,949,149
Sylvanus,420,0
Theadore,3964,0
Theophile,216,0
Tilmon,574,0
Tommy,176119,2820
Unknown,9390,9481
Vann,1855,24
Wes,4737,0
Winston,27248,107
Wood,275,0
Woodie,1924,338
Worthy,369,5
Wright,1482,0
York,902,5
Zachariah,27338,37
Adell,1049,6174
Celeste,57,57443
Audrey,2896,281553
Zadie,0,2720
Aura,0,3261
Elta,0,1405
Eveline,0,3121
Lelah,0,2102
Nanie,0,778
Petra,67,13453
Elvie,725,2520
Glennie,294,1931
Juliette,5,27835
Mannie,1037,505
Mercy,77,8145
Miranda,183,111179
Nana,746,2413
Zilpah,0,9
Almedia,0,530
Berdie,0,1114
Byrdie,0,472
Claribel,0,2873
Coral,191,10094
Edwina,0,15424
Exie,6,2060
Justine,2401,37866
Malissie,0,449
Myrtice,0,4342
Narcissus,0,318
Rosamond,6,3271
Theresia,0,2016
Valeria,105,66832
Vessie,5,513
Victorine,0,708
Alfreda,35,11381
Alicia,707,225616
Arabella,0,17838
Arminda,0,1294
Audie,4110,2275
Cammie,28,3882
Carmen,16614,137605
Dottie,0,9165
Flo,0,2089
Fredericka,0,1957
Gloria,1738,411832
Gusta,0,578
Icie,0,1354
Lillia,0,2283
Lota,0,586
Nathalie,6,19038
Nita,0,14201
Ota,0,215
Ramona,249,68385
Texie,0,672
Zillah,0,457
Aida,5,12488
Allene,5,8750
Arra,0,144
Belva,0,7955
Biddie,0,262
Bula,0,1034
Carry,300,1358
Courtney,22698,257498
Crete,0,14
Dicy,0,328
Dossie,466,568
Ester,891,15283
Evangeline,0,26699
Flavia,0,1738
Fleta,0,1332
Fronia,0,543
Gillie,191,322
Jinnie,0,844
Jonnie,3172,5784
Karen,2771,986137
Katharina,0,1994
Mell,342,202
Mirtie,0,236
Mora,0,820
Ninnie,0,136
Rettie,0,163
Rozella,0,2706
Sofia,129,133901
Sybil,5,19421
Sylvania,0,546
Tilla,0,86
Ursula,0,14605
Veda,0,11713
Zaida,0,3376
Zenobia,0,4352
Aggie,30,1447
Aletha,0,6907
Andrea,5893,433334
Ason,306,41
Bina,0,1145
Celesta,0,2095
Chloie,0,1539
Christie,883,45837
Corean,0,926
Corinna,0,6860
Donia,0,1184
Elodie,0,2828
Epsie,0,251
Eulah,0,1871
Exa,0,466
Gail,8951,201615
Georgine,0,2807
Gretta,0,3897
Henriette,0,1344
Jeffie,677,1012
Jemima,0,1480
Jo,1818,178803
Josefa,0,3992
Juliana,49,58012
Katharyn,0,1614
Lannie,1858,1530
Lavada,0,4456
Leonore,0,2268
Levina,0,566
Libby,5,16389
Lilie,0,1397
Louanna,0,1323
Mabell,0,606
Madeleine,15,40347
Marinda,0,1714
Mila,41,41403
Neta,0,3214
Orlena,0,648
Ova,528,1329
Ozella,0,2282
Ressie,18,1823
Rosena,0,1366
Rosey,0,1133
Senora,0,1019
Siddie,0,59
Susana,52,20403
Susanne,0,26012
Texanna,0,249
Tiney,5,327
Tinie,0,83
Tiny,161,2087
Brown,1446,5
Newell,3230,79
Carter,158559,5777
Lucas,252546,461
Bee,1023,623
Meyer,4785,106
Paris,8812,28841
Deforest,667,0
Dolph,620,0
Harper,5833,80885
Jule,1400,1985
Lambert,3450,0
Orange,598,18
Roe,848,133
Ambers,113,0
Collins,3322,3133
Elbridge,659,0
Eldon,25653,55
Elvis,16911,152
Gaston,3890,0
Hartwell,625,0
Knox,12058,96
Manning,1694,38
Reed,30855,756
Thos,166,0
Todd,281548,1060
Wirt,286,0
Alvis,5121,326
Ammon,3963,0
Boss,372,0
Cas,123,0
Cass,1701,133
Chalmer,1427,0
Denton,4902,0
Elsworth,829,0
Erving,940,0
Fredric,8297,0
Furman,2758,0
Plummer,453,0
Rollo,884,0
Ruffus,674,0
Sheldon,36156,496
Tilman,903,0
Acie,2043,50
Alfonso,39797,114
Ashton,71144,18786
Burke,3721,47
Cap,91,0
Casimiro,1048,0
Collie,1172,349
Curley,2590,534
Dale,277211,21866
Dixon,2758,5
Dominick,63049,267
Garret,13087,5
Gerrit,2783,0
Griffin,39804,609
Hall,834,0
Heber,2947,0
Hurley,2513,78
Isidore,3244,0
Lorenza,3681,3057
Murphy,6683,1388
Obe,73,0
Orlo,904,0
Sebastian,154495,323
Tolbert,792,0
Whit,900,0
Adrien,8338,1372
Alto,561,31
Angelo,78398,850
Antone,5887,10
Arden,7264,5789
Atticus,9878,64
Belton,1178,0
Blair,14527,14922
Burrell,1475,0
Campbell,4686,5539
Champ,1081,0
Coley,1976,280
Conway,2270,0
Craig,298728,1012
Dalton,81191,401
Darrell,158853,1186
Darwin,24680,83
Dennie,3728,807
Ebb,247,0
Ebbie,317,336
Ellison,2361,3821
Elonzo,173,0
Emit,354,0
Emry,621,1455
Ephram,388,0
Esequiel,2826,0
Evertt,953,0
Garner,2138,36
Garnett,3818,2784
Graham,44081,159
Gregg,36467,113
Halbert,1137,0
Harvie,1623,36
Harvy,968,0
Hubbard,763,0
Jared,200282,768
Jere,4268,1159
Joesph,15530,12
Johnathan,93512,349
Juluis,893,0
Kirby,14219,3575
Kyle,479464,8704
Lane,38012,3880
Lawerence,4818,0
Less,281,0
Lowell,41068,347
Loy,4104,872
Marcel,17586,992
Marius,2279,0
Marrion,592,378
Mercer,1072,153
Monte,22237,814
Nolan,99682,347
Okey,1462,0
Page,1510,3891
Primus,182,0
Prosper,418,16
Pryor,321,16
Robin,44819,289670
Roll,5,0
Seward,568,0
Shannon,51999,295024
Talmage,2216,0
Vaughn,20109,980
Verner,1962,171
Waverly,1965,2246
Weldon,13945,25
Wells,2241,71
Wiliam,1188,0
Wing,166,22
Verda,7,8062
Attie,0,363
Gretchen,38,53413
Hermina,0,1588
Nelly,44,6774
Eller,0,481
Hetty,0,720
Luetta,0,2058
Pennie,0,5752
Rosemary,358,156633
Beckie,0,2851
Buna,0,767
Caldonia,0,706
Candace,158,84523
Edla,0,300
Eleonora,0,1230
Elfrieda,0,1487
Florrie,0,1536
Luisa,33,12374
Myrtis,5,6121
Trudie,0,3141
Agusta,12,251
Alphonsine,0,81
Dellie,11,634
Delpha,0,2025
Joyce,2863,507499
Kathyrn,0,3173
Loretto,5,923
Lucindy,0,230
Maybell,0,2184
Odile,0,787
Orah,0,248
Prudie,0,354
Rhea,408,16350
Rinda,0,856
Rosy,0,1914
Roxy,103,3472
Sarrah,0,1607
Susannah,0,7345
Tula,0,1566
Alwina,0,18
Annabell,0,6526
Arah,0,550
Bernadine,0,21909
Buena,0,987
Capitola,0,579
Cathern,0,1080
Christiana,0,10308
Clora,0,1800
Columbia,5,640
Eileen,406,186474
Elizbeth,0,1258
Eura,84,1453
Hennie,0,218
Henretta,0,1286
Ivie,82,1800
Jeanie,0,17039
Justina,6,11922
Leaner,0,373
Leonia,0,1557
Lorraine,935,208669
Lucetta,0,548
Macie,31,19042
Mahalie,0,194
Marry,0,1846
Novella,0,5869
Olevia,0,1929
Phillis,6,3677
Philomene,0,544
Salina,0,6996
Sinda,0,308
Tinnie,0,954
Vashti,0,2270
Vella,0,2117
Veva,0,1598
Vicy,0,101
Zita,0,2882
Affie,0,60
Albertha,0,5145
Alexina,0,337
Altie,10,650
Anabel,35,9440
Anie,0,226
Artelia,0,593
Atha,99,1441
Barbra,0,7757
Beaulah,0,2273
Bertina,0,1234
Birdella,0,173
Blossom,0,2769
Cara,62,51768
Carmela,5,23387
Carolyne,0,3508
Cathryn,0,16186
Charlottie,0,110
Cilla,0,37
Denise,1363,372184
Dezzie,5,242
Dorthea,0,2420
Eleonore,0,939
Fairy,0,2377
Fannye,0,486
Franc,16,10
Francina,0,1626
Francisca,61,12196
Genevra,0,307
Helga,0,2202
Iza,0,340
Jeanetta,0,5143
Jeannie,55,35961
Jerusha,0,1136
Laurie,1954,166134
Lisette,0,9380
Loda,0,166
Luda,0,276
Lynda,119,77794
Marget,0,541
Mariam,5,14772
Modena,0,679
Nanna,0,236
Nelie,0,37
Olena,0,751
Penny,384,97867
Pheobe,0,1022
Portia,8,10513
Roxana,26,11323
Sadye,0,1520
Savilla,0,499
Shellie,892,9967
Sibbie,0,139
Thekla,0,290
Vienna,0,4386
Vinia,0,243
Vira,0,1171
Willia,552,3316
Zaidee,0,309
Zana,0,2130
Zilla,0,288
Cleve,4505,23
Linus,4538,0
Reinhold,1430,0
Junior,40585,195
Ace,10982,35
Armstead,416,0
Benedict,8841,0
Brice,15213,359
Gibson,4516,129
Mills,683,36
Adolfo,15521,10
Alanzo,388,0
Antoine,26443,364
Ethan,425168,688
Eustace,668,0
Ewing,1196,0
Fernand,1489,0
Fisher,4650,35
Harland,5447,8
Hilary,2197,23929
Hosie,1231,11
Lemon,1071,106
Marsh,374,11
Newman,1885,0
Nickolas,38270,47
Pearley,178,673
Roman,69325,290
Rome,2437,174
Shelly,2190,84233
Vicente,19169,0
Weston,46427,59
Alan,348939,1077
Alberto,60244,447
Alexis,63604,338333
Auguste,314,28
Bascom,731,0
Cameron,277801,27866
Clabe,45,0
Cooper,85528,1799
Domingo,13797,26
Elwin,5070,5
Emilio,40283,58
French,1119,10
Gerhard,2425,0
Hansford,587,0
Jarvis,17104,123
Jobe,1231,0
Josephus,1200,0
Landon,157673,902
Lesley,4796,34007
Linn,1449,837
Littleton,312,0
Lone,11,0
Margarito,4792,0
Melton,4230,0
Ott,84,0
Randle,2918,7
Seaborn,526,0
Severt,53,0
Steward,1229,0
Vester,2566,662
Wenzel,142,0
Alby,54,15
Alcee,182,0
Almond,616,0
Alvy,296,0
Amon,2466,0
Ansel,3690,10
Bayard,908,0
Benny,46963,569
Bluford,293,0
Booker,11196,5
Burnett,1561,283
Burney,883,5
Caswell,293,0
Conley,3649,310
Cortez,10112,89
Dionicio,2004,0
Eldred,3745,294
Ell,144,10
Ellery,2189,3367
Ellwood,1972,0
Emmit,3844,0
Erle,855,0
Essex,357,0
Ewell,2051,7
Ewin,115,0
Fabian,39332,327
Florencio,2996,0
Fremont,482,0
Gaines,1577,0
Garnet,1970,6843
Gaylord,6086,5
German,9450,5
Greene,121,0
Harlow,1802,6194
Hilton,6771,26
Jhon,2578,0
Kay,3850,98313
Kelley,6190,45959
Lamar,32913,1145
Lazarus,2971,0
Leigh,5084,39930
Lenzy,467,54
Leonce,431,0
Leverett,174,0
Lorenz,1686,0
Lott,106,0
Loyal,4065,241
Luster,1119,12
Mance,247,0
Matthews,1519,0
Mikel,10806,995
Moody,736,0
Murry,3079,94
Nicolas,87557,179
Norton,2304,0
Oather,443,0
Orva,105,508
Patricio,4169,5
Rance,2921,0
Raphael,19695,318
Rudolf,2909,0
Rudy,48105,1033
Ruel,1856,5
Sameul,871,0
Samul,226,0
Seldon,988,0
Stafford,2737,0
Theophilus,2064,0
Thompson,2365,5
Toby,33457,7747
True,1113,873
Val,5557,1731
Vince,11835,5
Willaim,1596,0
Woody,4148,10
Worley,729,0
Zed,381,0
Laurel,1854,44260
Lelar,0,629
Matilde,218,2960
Simona,0,3681
Thora,0,2182
Angelita,37,11545
Berenice,11,9168
Cleora,0,1712
Dagmar,0,1584
Dina,76,30740
Ema,0,3857
Florine,5,11254
Loraine,340,17143
Maida,0,2670
Missie,0,870
Arline,36,17559
Beatrix,0,2737
Delta,97,3676
Dorathea,0,645
Elenor,0,2064
Gertha,0,1792
Lesta,0,679
Rebekah,119,73511
Rossie,768,1771
Almina,0,216
Amalie,0,1200
Ammie,32,2562
Arlena,0,2765
Avie,11,1361
Carlie,1292,14306
Cena,6,428
Deliah,0,1112
Dot,22,1318
Earlie,2262,1329
Elfie,0,316
Ermine,67,522
Francisquita,0,21
Georgeanna,0,1808
Glendora,0,2351
Leontine,0,1150
Leva,0,793
Litha,0,261
Luberta,0,1016
Marianna,0,16143
Parlee,0,414
Pearla,0,517
Sister,0,563
Thresa,0,2334
Alene,5,8692
Alverda,0,891
Antonette,0,7766
Argie,146,979
Arkie,37,183
Arletta,0,2359
Bea,0,1883
Bettye,47,22920
Bobbie,18387,88204
Cappie,0,41
Caro,5,269
Cloe,5,3555
Corene,0,3919
Deetta,0,1177
Elberta,0,1750
Elna,0,4410
Ether,71,1214
Felicie,0,163
Frederica,0,2327
Hellen,0,7632
Icey,0,139
Ines,399,5731
Junia,0,810
Laney,336,11005
Lassie,0,979
Lockie,0,464
Lossie,24,1189
Lovey,0,767
Marianita,0,125
Mattye,0,543
Melina,0,16710
Merta,0,15
Mida,0,123
Necie,0,219
Nezzie,0,482
Norine,0,5232
Octavie,0,176
Otie,42,147
Parilee,0,116
Pernie,0,378
Pinky,0,370
Pricilla,0,4391
Refugia,5,1289
Reva,11,15579
Roma,527,7598
Sedonia,0,571
Senie,0,69
Spicy,0,10
Vergie,47,4582
Zelia,0,1024
Brady,88654,1802
Festus,361,0
Odell,14700,4151
Rosco,1394,0
Chauncy,1234,33
Delmer,7622,16
Jimmy,286417,2218
Lars,6501,0
Milas,477,0
Rogers,7005,21
Wess,463,0
Bryan,381219,1712
Douglass,5751,26
Irvine,898,5
Isidor,389,0
Jeptha,257,0
Olof,107,0
Robt,468,0
Ronald,1078643,3849
Simpson,707,0
Tandy,714,1165
Thurlow,422,0
Toy,1152,967
Zeno,1190,0
Alphonsus,408,0
Alvan,1101,0
Amado,3810,0
Ananias,647,0
Ancel,741,0
Atlas,5628,304
Banks,1584,6
Barry,180372,766
Blake,175294,10546
Blanchard,413,0
Bose,20,0
Captain,328,0
Ceasar,3427,0
Chance,47786,1200
Chancey,1206,486
Charle,929,132
Clide,718,37
Dink,107,0
Emett,268,0
Erick,71921,417
Estill,1246,7
Fenton,1946,0
Gale,12376,19894
Gay,1382,17984
Grove,124,0
Hanson,1560,0
Harlie,778,3783
Haskell,3650,10
Ingram,385,13
Jep,133,0
Joy,2501,135329
Linton,2340,0
Linzy,565,916
Little,1573,218
Loney,505,280
Loring,1284,22
Lute,21,0
Meredith,4257,73783
Norwood,2909,0
Oley,369,5
Orel,538,136
Orra,17,129
Perl,85,424
Powell,1422,6
Sebron,235,0
Shed,87,0
Sie,133,0
Tilford,640,0
Winthrop,1172,0
Crystal,1185,330281
Rubie,46,4963
Milly,0,2568
Pluma,0,506
Ruie,0,470
Cleva,0,561
Gennie,199,2541
Maxie,4633,3946
Vennie,71,1339
Zettie,10,1458
Clevie,29,119
Delma,1447,8442
Ferne,0,4671
Maebelle,0,1117
Maxine,377,112207
Pearly,207,1677
Savanah,0,9706
Valerie,694,259416
Violetta,0,2293
Adelina,0,11414
Alzina,0,170
Annice,0,1809
Arta,22,591
Beda,0,328
Clarabelle,0,1730
Delfina,0,3906
Fleda,0,432
Goldia,0,1859
Laila,23,35794
Leala,0,813
Lilah,0,14679
Lyla,0,30602
Naoma,0,2530
Nealy,83,291
Olivine,0,136
Rutha,0,2799
Sussie,0,425
Theodocia,0,54
Trinidad,5216,4277
Vassie,0,781
Zina,10,4848
Arley,3119,663
Aurore,0,682
Beth,325,159132
Channie,0,535
Cyntha,0,290
Freida,0,10659
Georganna,0,1464
Izetta,0,1642
Kathern,0,3323
Lady,0,1919
Lala,0,1703
Lilia,5,12492
Lurana,0,48
Mozelle,11,5323
Oney,109,61
Patricia,4962,1572016
Persis,0,561
Retha,0,10592
Silvia,51,20040
Tacy,0,797
Teckla,0,220
Telitha,0,207
Vicie,0,754
Allice,0,194
Almeta,0,2241
Arvie,480,270
Azelie,0,122
Betsey,0,2476
Bitha,0,132
Byrde,0,11
Camelia,0,2632
Daisye,0,10
Damie,6,39
Darcus,11,358
Darthula,0,64
Delsie,0,1417
Eathel,21,763
Elia,869,7131
Else,0,498
Ethie,0,86
Ethlyn,0,667
Fleeta,0,728
Henryetta,0,447
Herma,0,861
Hila,0,689
Jamie,85631,268102
Janey,0,4790
Klara,0,2243
Mag,0,11
Magdelena,0,356
Margarete,0,2350
Margaretha,0,476
Martie,220,1164
Minie,0,126
Monnie,258,1856
Mossie,5,1051
Myrle,703,2405
Narcissa,0,190
Nelda,5,20103
Olinda,0,1066
Oline,0,377
Oliva,32,1834
Omah,0,150
Ovie,407,365
Parthena,0,102
Petronella,0,335
Philena,0,143
Renna,0,1250
Rina,0,4336
Rissie,0,161
Robina,0,644
Sarepta,0,15
Signe,0,2895
Temple,805,1483
Tishia,0,297
Vinie,0,381
Weltha,0,416
Willena,0,1072
Benjamen,3620,0
Jens,2300,0
Oakley,6103,4217
Whitney,5894,95846
Donaciano,547,0
Hayward,5035,0
Son,1056,5
Tollie,566,40
Vollie,379,74
Adelard,488,0
Ebenezer,899,28
Ewald,922,0
Herb,2008,0
Silvester,1300,0
Sullivan,9277,862
Thurston,3432,0
Wayman,2851,0
Burrel,339,0
Cleon,2952,189
